38672.799784,-0.065686,-0.046375,0.056379
38672.809100,-0.063556,-0.042251,0.067765
38672.818418,-0.064072,-0.042925,0.068235
38672.827730,-0.064978,-0.032161,0.074319
38672.837039,-0.064372,-0.024960,0.060780
38672.846357,-0.061221,-0.028915,0.034572
38672.855673,-0.060855,-0.025841,0.005564
38672.864985,-0.048966,-0.036075,-0.001724
38672.874303,-0.049917,-0.037112,-0.000942
38672.883613,-0.066773,-0.035011,0.034356
38672.892929,-0.068609,-0.027715,0.036834
38672.902247,-0.068967,-0.028120,0.037142
38672.911560,-0.058342,-0.032504,0.018282
38672.920871,-0.035151,-0.042149,-0.012869
38672.930189,-0.036292,-0.042549,-0.012479
38672.939504,-0.042170,-0.040522,0.005363
38672.948817,-0.047650,-0.045586,0.023734
38672.958135,-0.048261,-0.045757,0.023916
38672.967377,-0.058947,-0.047414,0.036916
38672.976761,-0.061675,-0.049720,0.034953
38672.986079,-0.062597,-0.049308,0.034773
38672.995390,-0.061843,-0.051325,0.038517
38673.004705,-0.060414,-0.075844,0.004332
38673.014023,-0.061569,-0.075842,0.004463
38673.023336,-0.065722,-0.079483,-0.047885
38673.032649,-0.048213,-0.088478,-0.103728
38673.041967,-0.050191,-0.090225,-0.102287
38673.051229,0.034583,-0.042425,-0.203163
38673.060578,0.055842,-0.008786,-0.253596
38673.069896,0.052806,-0.011100,-0.251701
38673.079225,0.050093,0.000064,-0.289190
38673.088526,0.069466,0.064985,-0.298887
38673.097843,0.067156,0.062531,-0.297028
38673.107167,0.068114,0.089974,-0.309108
38673.116481,0.077646,0.087127,-0.308076
38673.125799,0.076653,0.083940,-0.305898
38673.135109,0.088137,0.081418,-0.222528
38673.144425,0.099625,0.090685,-0.195401
38673.153742,0.098491,0.088666,-0.194013
38673.163056,0.127059,0.107852,-0.211915
38673.172369,0.179879,0.111483,-0.321949
38673.181687,0.177957,0.110122,-0.320940
38673.190999,0.183450,0.122124,-0.336537
38673.200312,0.193610,0.128607,-0.312992
38673.209630,0.191312,0.127565,-0.312187
38673.218944,0.210803,0.112716,-0.199313
38673.228257,0.197119,0.091638,-0.137760
38673.237575,0.196246,0.093490,-0.138864
38673.246888,0.181467,0.086865,-0.089208
38673.256217,0.143400,0.100437,-0.027669
38673.265535,0.143139,0.103649,-0.029646
38673.274832,0.125390,0.119495,-0.018465
38673.284144,0.118414,0.124322,-0.030552
38673.293462,0.118032,0.127259,-0.032368
38673.302817,0.124883,0.134901,-0.045785
38673.312086,0.097337,0.147131,-0.036095
38673.321404,0.096974,0.148616,-0.037007
