38672.799784,-0.095856,0.135729,0.172877
38672.809100,-0.078721,0.178928,0.184460
38672.818418,-0.072539,0.191286,0.197235
38672.827730,-0.068227,0.140549,0.200679
38672.837039,-0.070985,0.109603,0.190215
38672.846357,-0.090933,0.128255,0.190338
38672.855673,-0.117853,0.175364,0.178880
38672.864985,-0.130745,0.212474,0.158040
38672.874303,-0.115326,0.225959,0.147503
38672.883613,-0.090663,0.213384,0.135758
38672.892929,-0.063587,0.174863,0.149591
38672.902247,-0.028334,0.141261,0.151723
38672.911560,-0.017721,0.153476,0.133092
38672.920871,-0.027133,0.188069,0.106421
38672.930189,-0.049788,0.209160,0.075133
38672.939504,-0.055883,0.202946,0.061219
38672.948817,-0.042164,0.154561,0.051839
38672.958135,-0.007188,0.101155,0.045815
38672.967377,0.025860,0.095917,0.031721
38672.976761,0.045175,0.124168,0.031687
38672.986079,0.062037,0.148806,0.035111
38672.995390,0.059723,0.153671,0.027026
38673.004705,0.032406,0.157430,0.007420
38673.014023,-0.011335,0.161423,0.013453
38673.023336,-0.083480,0.181559,0.003391
38673.032649,-0.167372,0.210510,0.000329
38673.041967,-0.250035,0.265382,-0.021336
38673.051229,-0.299681,0.311379,-0.050150
38673.060578,-0.311273,0.343593,-0.054725
38673.069896,-0.303629,0.375747,-0.033799
38673.079225,-0.296499,0.364600,-0.022207
38673.088526,-0.311280,0.318907,-0.033800
38673.097843,-0.326189,0.255909,-0.041913
38673.107167,-0.358996,0.175717,-0.046460
38673.116481,-0.391249,0.117852,-0.019583
38673.125799,-0.414602,0.132878,-0.000845
38673.135109,-0.390818,0.169777,-0.025368
38673.144425,-0.326056,0.150781,-0.046637
38673.153742,-0.241331,0.099534,-0.056392
38673.163056,-0.173806,0.097882,-0.056722
38673.172369,-0.159360,0.133633,-0.067239
38673.181687,-0.187074,0.220350,-0.076354
38673.190999,-0.216284,0.282326,-0.092458
38673.200312,-0.193808,0.279712,-0.093733
38673.209630,-0.113677,0.221119,-0.083692
38673.218944,0.011199,0.146148,-0.085513
38673.228257,0.140482,0.090311,-0.084212
38673.237575,0.256469,0.057481,-0.068511
38673.246888,0.341345,0.027906,-0.042527
38673.256217,0.393234,0.017018,-0.018660
38673.265535,0.408141,0.046691,0.018517
38673.274832,0.413278,0.079292,0.062501
38673.284144,0.409873,0.098303,0.099554
38673.293462,0.357003,0.127109,0.116119
38673.302817,0.290573,0.163793,0.122052
38673.312086,0.235599,0.161988,0.131449
38673.321404,0.172775,0.129046,0.158493
38673.330719,0.130347,0.068998,0.178301
38673.340031,0.084398,0.036102,0.178384
38673.349349,0.077655,0.047400,0.141076
38673.358664,0.099540,0.063494,0.109442
38673.367977,0.142984,0.048334,0.085951
38673.377295,0.168560,0.025858,0.060216
38673.386608,0.187230,0.019512,0.039179
38673.395921,0.186790,0.013252,0.004275
38673.405239,0.184148,0.003338,-0.012007
38673.414552,0.168608,-0.016343,-0.007290
38673.423865,0.156538,-0.043468,-0.003759
38673.433183,0.127819,-0.072971,-0.003639
38673.442496,0.098052,-0.082692,-0.008154
38673.451808,0.079147,-0.085033,-0.001083
38673.461126,0.086246,-0.070269,-0.015069
38673.470391,0.093200,-0.066641,-0.032551
38673.479698,0.091921,-0.060482,-0.046502
38673.489016,0.084980,-0.046828,-0.042969
38673.498382,0.057906,-0.046624,-0.026549
38673.507741,0.009294,-0.052503,-0.023989
38673.517059,-0.027242,-0.041129,-0.015660
38673.526328,-0.074676,-0.038378,-0.021244
38673.535638,-0.091462,-0.045721,-0.032801
38673.544956,-0.075114,-0.064385,-0.038710
38673.554202,-0.052972,-0.095454,-0.045819
38673.563582,-0.049606,-0.116496,-0.044686
38673.572901,-0.049726,-0.142439,-0.033069
38673.582214,-0.060509,-0.170784,-0.019074
38673.591529,-0.075888,-0.185495,-0.003884
38673.600847,-0.099131,-0.146997,0.004398
38673.610161,-0.119855,-0.087501,0.008029
38673.619473,-0.134776,-0.067278,-0.001399
38673.628791,-0.141664,-0.087928,0.000763
38673.638104,-0.168918,-0.138125,0.005330
38673.647417,-0.199501,-0.162334,-0.000550
38673.656735,-0.197369,-0.167333,-0.018014
38673.666049,-0.189305,-0.174193,-0.021891
38673.675361,-0.194787,-0.180029,-0.016222
38673.684679,-0.210022,-0.166324,-0.012648
38673.693992,-0.228154,-0.128786,-0.003404
38673.703304,-0.240434,-0.097471,0.003481
38673.712622,-0.223427,-0.098486,0.012526
38673.721962,-0.195591,-0.094574,0.037800
38673.731177,-0.181902,-0.076983,0.063155
38673.740495,-0.181593,-0.065813,0.081775
38673.749854,-0.187206,-0.085087,0.109452
38673.759194,-0.219137,-0.100786,0.132778
38673.768512,-0.259384,-0.117809,0.151577
38673.777825,-0.276813,-0.118865,0.184237
38673.787136,-0.281641,-0.120087,0.177280
38673.796454,-0.275729,-0.137405,0.191200
38673.805695,-0.268914,-0.168364,0.191147
38673.815009,-0.248244,-0.224169,0.179375
38673.824327,-0.238291,-0.293495,0.174626
38673.833643,-0.243486,-0.329350,0.164157
38673.842954,-0.237108,-0.354227,0.118736
38673.852272,-0.261317,-0.365292,0.081617
38673.861584,-0.304854,-0.277332,0.033024
38673.870898,-0.370570,-0.141031,-0.027063
38673.880216,-0.427221,-0.062880,-0.074435
38673.889529,-0.461809,-0.046670,-0.109158
38673.898913,-0.485419,-0.045272,-0.102062
38673.908231,-0.520153,-0.043655,-0.028596
38673.917544,-0.599733,-0.025680,0.047426
38673.926859,-0.680716,-0.004038,0.100189
38673.936177,-0.667329,-0.018857,0.145487
38673.945490,-0.504021,-0.072976,0.172578
38673.954803,-0.224059,-0.145226,0.154877
38673.964121,0.137744,-0.163656,0.097258
38673.973433,0.485639,-0.120225,0.014152
38673.982744,0.738117,-0.044462,-0.078738
38673.992062,0.892046,0.024920,-0.150411
38674.001422,0.951955,0.087320,-0.226218
38674.010692,0.972069,0.151368,-0.284443
38674.020010,0.978376,0.218058,-0.307698
38674.029321,0.986060,0.282309,-0.311183
38674.038635,0.984396,0.323196,-0.282062
38674.047953,0.927227,0.358292,-0.230570
